;NOME MUNICÍPIO;UF;MÊS DISPONIBILIZAÇÃO;CÓDIGO MUNICÍPIO IBGE;soma_valor_beneficio;count_valor_beneficio;concatenar
22385;JACUTINGA;MG;202006;9404715.0;1541400;2360;202006JACUTINGAMG
22386;JACUTINGA;MG;202007;12539620.0;3442200;5255;202007JACUTINGAMG
22387;JACUTINGA;MG;202008;15674525.0;2957400;4515;202008JACUTINGAMG
22388;JACUTINGA;MG;202009;18809430.0;3773100;5914;202009JACUTINGAMG
22389;JACUTINGA;MG;202010;21944335.0;2386800;5233;202010JACUTINGAMG
22390;JACUTINGA;MG;202011;25079240.0;3203100;8317;202011JACUTINGAMG
22391;JACUTINGA;MG;202012;28214145.0;2891400;8285;202012JACUTINGAMG
22392;JACUTINGA;RS;202004;4310900.0;212400;327;202004JACUTINGARS
22393;JACUTINGA;RS;202005;8621800.0;283200;434;202005JACUTINGARS
22394;JACUTINGA;RS;202006;12932700.0;132000;207;202006JACUTINGARS
22395;JACUTINGA;RS;202007;17243600.0;306000;471;202007JACUTINGARS
22396;JACUTINGA;RS;202008;21554500.0;252600;388;202008JACUTINGARS
22397;JACUTINGA;RS;202009;25865400.0;347700;550;202009JACUTINGARS
22398;JACUTINGA;RS;202010;30176300.0;202500;472;202010JACUTINGARS
22399;JACUTINGA;RS;202011;34487200.0;289200;773;202011JACUTINGARS
22400;JACUTINGA;RS;202012;38798100.0;267600;767;202012JACUTINGARS
22401;JAGUAPITA;PR;202004;4111902.0;1105800;1663;202004JAGUAPITAPR
22402;JAGUAPITA;PR;202005;8223804.0;1479600;2257;202005JAGUAPITAPR
22403;JAGUAPITA;PR;202006;12335706.0;685200;1044;202006JAGUAPITAPR
22404;JAGUAPITA;PR;202007;16447608.0;1582800;2412;202007JAGUAPITAPR
22405;JAGUAPITA;PR;202008;20559510.0;1394400;2133;202008JAGUAPITAPR
22406;JAGUAPITA;PR;202009;24671412.0;1762800;2750;202009JAGUAPITAPR
22407;JAGUAPITA;PR;202010;28783314.0;1041900;2322;202010JAGUAPITAPR
22408;JAGUAPITA;PR;202011;32895216.0;1376400;3568;202011JAGUAPITAPR
22409;JAGUAPITA;PR;202012;37007118.0;1288200;3687;202012JAGUAPITAPR
22410;JAGUAQUARA;BA;202004;2917607.0;6070200;9291;202004JAGUAQUARABA
22411;JAGUAQUARA;BA;202005;5835214.0;7234200;11123;202005JAGUAQUARABA
22412;JAGUAQUARA;BA;202006;8752821.0;2943000;4535;202006JAGUAQUARABA
22413;JAGUAQUARA;BA;202007;11670428.0;7470000;11491;202007JAGUAQUARABA
22414;JAGUAQUARA;BA;202008;14588035.0;5928600;9111;202008JAGUAQUARABA
22415;JAGUAQUARA;BA;202009;17505642.0;7684200;12192;202009JAGUAQUARABA
22416;JAGUAQUARA;BA;202010;20423249.0;4391400;11062;202010JAGUAQUARABA
22417;JAGUAQUARA;BA;202011;23340856.0;6292500;17765;202011JAGUAQUARABA
22418;JAGUAQUARA;BA;202012;26258463.0;5902800;17728;202012JAGUAQUARABA
22419;JAGUARACU;MG;202004;3135001.0;258000;405;202004JAGUARACUMG
22420;JAGUARACU;MG;202005;6270002.0;322200;507;202005JAGUARACUMG
22421;JAGUARACU;MG;202006;9405003.0;145200;226;202006JAGUARACUMG
22422;JAGUARACU;MG;202007;12540004.0;337800;531;202007JAGUARACUMG
22423;JAGUARACU;MG;202008;15675005.0;285600;448;202008JAGUARACUMG
22424;JAGUARACU;MG;202009;18810006.0;361800;587;202009JAGUARACUMG
22425;JAGUARACU;MG;202010;21945007.0;217200;520;202010JAGUARACUMG
22426;JAGUARACU;MG;202011;25080008.0;291900;794;202011JAGUARACUMG
22427;JAGUARACU;MG;202012;25080008.0;270300;804;202012JAGUARACUMG
22428;JAGUARAO;RS;202004;4311007.0;2930400;4254;202004JAGUARAORS
22429;JAGUARAO;RS;202005;8622014.0;3750000;5510;202005JAGUARAORS
22430;JAGUARAO;RS;202006;12933021.0;1830000;2738;202006JAGUARAORS
22431;JAGUARAO;RS;202007;17244028.0;4245000;6279;202007JAGUARAORS
22432;JAGUARAO;RS;202008;21555035.0;3691800;5466;202008JAGUARAORS
22433;JAGUARAO;RS;202009;25866042.0;4875300;7470;202009JAGUARAORS
22434;JAGUARAO;RS;202010;30177049.0;2944800;6466;202010JAGUARAORS
22435;JAGUARAO;RS;202011;34488056.0;4113000;10443;202011JAGUARAORS
22436;JAGUARAO;RS;202012;38799063.0;3687600;10339;202012JAGUARAORS
22437;JAGUARARI;BA;202004;2917706.0;2700600;4084;202004JAGUARARIBA
22438;JAGUARARI;BA;202005;5835412.0;3400200;5143;202005JAGUARARIBA
22439;JAGUARARI;BA;202006;8753118.0;1433400;2169;202006JAGUARARIBA
22440;JAGUARARI;BA;202007;11670824.0;3502200;5294;202007JAGUARARIBA
22441;JAGUARARI;BA;202008;14588530.0;2780400;4195;202008JAGUARARIBA
22442;JAGUARARI;BA;202009;17506236.0;3607200;5635;202009JAGUARARIBA
22443;JAGUARARI;BA;202010;20423942.0;2077200;5025;202010JAGUARARIBA
22444;JAGUARARI;BA;202011;23341648.0;2956200;8093;202011JAGUARARIBA
22445;JAGUARARI;BA;202012;26259354.0;2681400;7895;202012JAGUARARIBA
22446;JAGUARE;ES;202004;3203056.0;2868000;4436;202004JAGUAREES
22447;JAGUARE;ES;202005;6406112.0;3882600;6034;202005JAGUAREES
22448;JAGUARE;ES;202006;9609168.0;1775400;2792;202006JAGUAREES
22449;JAGUARE;ES;202007;12812224.0;4096800;6367;202007JAGUAREES
22450;JAGUARE;ES;202008;16015280.0;3436800;5367;202008JAGUAREES
22451;JAGUARE;ES;202009;19218336.0;4424100;7087;202009JAGUAREES
22452;JAGUARE;ES;202010;22421392.0;2713200;6333;202010JAGUAREES
22453;JAGUARE;ES;202011;25624448.0;3741000;10083;202011JAGUAREES
22454;JAGUARE;ES;202012;28827504.0;3420000;10146;202012JAGUAREES
22455;JAGUARETAMA;CE;202004;2306702.0;1077000;1732;202004JAGUARETAMACE
22456;JAGUARETAMA;CE;202005;4613404.0;1209000;1947;202005JAGUARETAMACE
22457;JAGUARETAMA;CE;202006;6920106.0;472800;758;202006JAGUARETAMACE
22458;JAGUARETAMA;CE;202007;9226808.0;1232400;1980;202007JAGUARETAMACE
22459;JAGUARETAMA;CE;202008;11533510.0;916800;1475;202008JAGUARETAMACE
22460;JAGUARETAMA;CE;202009;13840212.0;1212900;2024;202009JAGUARETAMACE
22461;JAGUARETAMA;CE;202010;16146914.0;628800;1797;202010JAGUARETAMACE
22462;JAGUARETAMA;CE;202011;18453616.0;967800;2961;202011JAGUARETAMACE
22463;JAGUARETAMA;CE;202012;20760318.0;915000;2875;202012JAGUARETAMACE
22464;JAGUARI;RS;202004;4311106.0;748200;1157;202004JAGUARIRS
22465;JAGUARI;RS;202005;8622212.0;910800;1414;202005JAGUARIRS
22466;JAGUARI;RS;202006;12933318.0;456600;717;202006JAGUARIRS
22467;JAGUARI;RS;202007;17244424.0;1033200;1611;202007JAGUARIRS
22468;JAGUARI;RS;202008;21555530.0;879000;1382;202008JAGUARIRS
22469;JAGUARI;RS;202009;25866636.0;1184400;1904;202009JAGUARIRS
22470;JAGUARI;RS;202010;30177742.0;691200;1635;202010JAGUARIRS
22471;JAGUARI;RS;202011;34488848.0;981600;2628;202011JAGUARIRS
22472;JAGUARI;RS;202012;38799954.0;846300;2544;202012JAGUARIRS
22473;JAGUARIAIVA;PR;202004;4112009.0;3317400;4927;202004JAGUARIAIVAPR
22474;JAGUARIAIVA;PR;202005;8224018.0;4444800;6659;202005JAGUARIAIVAPR
22475;JAGUARIAIVA;PR;202006;12336027.0;1921200;2879;202006JAGUARIAIVAPR
22476;JAGUARIAIVA;PR;202007;16448036.0;4625400;6920;202007JAGUARIAIVAPR
22477;JAGUARIAIVA;PR;202008;20560045.0;3852000;5790;202008JAGUARIAIVAPR
22478;JAGUARIAIVA;PR;202009;24672054.0;4901400;7537;202009JAGUARIAIVAPR
22479;JAGUARIAIVA;PR;202010;28784063.0;2963700;6712;202010JAGUARIAIVAPR
22480;JAGUARIAIVA;PR;202011;32896072.0;3971700;10447;202011JAGUARIAIVAPR
22481;JAGUARIAIVA;PR;202012;37008081.0;3670200;10418;202012JAGUARIAIVAPR
22482;JAGUARIBARA;CE;202004;2306801.0;821400;1311;202004JAGUARIBARACE
22483;JAGUARIBARA;CE;202005;4613602.0;961800;1533;202005JAGUARIBARACE
22484;JAGUARIBARA;CE;202006;6920403.0;351000;563;202006JAGUARIBARACE
22485;JAGUARIBARA;CE;202007;9227204.0;978600;1561;202007JAGUARIBARACE
22486;JAGUARIBARA;CE;202008;11534005.0;781200;1251;202008JAGUARIBARACE
22487;JAGUARIBARA;CE;202009;13840806.0;983100;1628;202009JAGUARIBARACE
22488;JAGUARIBARA;CE;202010;16147607.0;528600;1437;202010JAGUARIBARACE
22489;JAGUARIBARA;CE;202011;18454408.0;777900;2321;202011JAGUARIBARACE
22490;JAGUARIBARA;CE;202012;18454408.0;730500;2292;202012JAGUARIBARACE
22491;JAGUARIBE;CE;202004;2306900.0;3329400;5182;202004JAGUARIBECE
22492;JAGUARIBE;CE;202005;4613800.0;3970800;6200;202005JAGUARIBECE
22493;JAGUARIBE;CE;202006;6920700.0;1606200;2510;202006JAGUARIBECE
22494;JAGUARIBE;CE;202007;9227600.0;4093200;6382;202007JAGUARIBECE
22495;JAGUARIBE;CE;202008;11534500.0;3198600;4987;202008JAGUARIBECE
22496;JAGUARIBE;CE;202009;13841400.0;4142400;6694;202009JAGUARIBECE
22497;JAGUARIBE;CE;202010;16148300.0;2317500;5997;202010JAGUARIBECE
22498;JAGUARIBE;CE;202011;18455200.0;3330600;9632;202011JAGUARIBECE
22499;JAGUARIBE;CE;202012;20762100.0;3095400;9474;202012JAGUARIBECE
22500;JAGUARIPE;BA;202004;2917805.0;1214400;1906;202004JAGUARIPEBA
22501;JAGUARIPE;BA;202005;5835610.0;1418400;2225;202005JAGUARIPEBA
22502;JAGUARIPE;BA;202006;8753415.0;564600;883;202006JAGUARIPEBA
22503;JAGUARIPE;BA;202007;11671220.0;1450200;2282;202007JAGUARIPEBA
22504;JAGUARIPE;BA;202008;14589025.0;1168200;1848;202008JAGUARIPEBA
22505;JAGUARIPE;BA;202009;17506830.0;1473900;2413;202009JAGUARIPEBA
22506;JAGUARIPE;BA;202010;20424635.0;815700;2160;202010JAGUARIPEBA
22507;JAGUARIPE;BA;202011;23342440.0;1190100;3432;202011JAGUARIPEBA
22508;JAGUARIPE;BA;202012;26260245.0;1116000;3429;202012JAGUARIPEBA
22509;JAGUARIUNA;SP;202004;3524709.0;3663600;5418;202004JAGUARIUNASP
22510;JAGUARIUNA;SP;202005;7049418.0;5364600;8056;202005JAGUARIUNASP
22511;JAGUARIUNA;SP;202006;10574127.0;2682000;4058;202006JAGUARIUNASP
22512;JAGUARIUNA;SP;202007;14098836.0;5835600;8772;202007JAGUARIUNASP
22513;JAGUARIUNA;SP;202008;17623545.0;5115000;7724;202008JAGUARIUNASP
22514;JAGUARIUNA;SP;202009;21148254.0;6667200;10252;202009JAGUARIUNASP
22515;JAGUARIUNA;SP;202010;24672963.0;4350900;9071;202010JAGUARIUNASP
22516;JAGUARIUNA;SP;202011;28197672.0;5657700;14051;202011JAGUARIUNASP
22517;JAGUARIUNA;SP;202012;31722381.0;4970100;13710;202012JAGUARIUNASP
22518;JAGUARUANA;CE;202004;2307007.0;2605800;4155;202004JAGUARUANACE
22519;JAGUARUANA;CE;202005;4614014.0;2961000;4726;202005JAGUARUANACE
22520;JAGUARUANA;CE;202006;6921021.0;1130400;1807;202006JAGUARUANACE
22521;JAGUARUANA;CE;202007;9228028.0;2935200;4685;202007JAGUARUANACE
22522;JAGUARUANA;CE;202008;11535035.0;2243400;3581;202008JAGUARUANACE
22523;JAGUARUANA;CE;202009;13842042.0;2898900;4817;202009JAGUARUANACE
22524;JAGUARUANA;CE;202010;16149049.0;1486500;4258;202010JAGUARUANACE
22525;JAGUARUANA;CE;202011;18456056.0;2277300;6940;202011JAGUARUANACE
22526;JAGUARUANA;CE;202012;20763063.0;2161200;6714;202012JAGUARUANACE
22527;JAGUARUNA;SC;202004;4208807.0;1609800;2377;202004JAGUARUNASC
22528;JAGUARUNA;SC;202005;8417614.0;2333400;3491;202005JAGUARUNASC
22529;JAGUARUNA;SC;202006;12626421.0;1221600;1839;202006JAGUARUNASC
22530;JAGUARUNA;SC;202007;16835228.0;2554200;3824;202007JAGUARUNASC
22531;JAGUARUNA;SC;202008;21044035.0;2274600;3419;202008JAGUARUNASC
22532;JAGUARUNA;SC;202009;25252842.0;3018000;4636;202009JAGUARUNASC
22533;JAGUARUNA;SC;202010;29461649.0;1957800;4084;202010JAGUARUNASC
22534;JAGUARUNA;SC;202011;33670456.0;2638800;6464;202011JAGUARUNASC
22535;JAGUARUNA;SC;202012;37879263.0;2286000;6325;202012JAGUARUNASC
22536;JAIBA;MG;202004;3135050.0;2650800;4065;202004JAIBAMG
22537;JAIBA;MG;202005;6270100.0;3190800;4944;202005JAIBAMG
22538;JAIBA;MG;202006;9405150.0;1243800;1936;202006JAIBAMG
22539;JAIBA;MG;202007;12540200.0;3262800;5053;202007JAIBAMG
22540;JAIBA;MG;202008;15675250.0;2669400;4140;202008JAIBAMG
22541;JAIBA;MG;202009;18810300.0;3380100;5401;202009JAIBAMG
22542;JAIBA;MG;202010;21945350.0;1828500;4637;202010JAIBAMG
22543;JAIBA;MG;202011;25080400.0;2628300;7309;202011JAIBAMG
22544;JAIBA;MG;202012;28215450.0;2521800;7424;202012JAIBAMG
22545;JAICOS;PI;202004;2205201.0;1260600;1986;202004JAICOSPI
22546;JAICOS;PI;202005;4410402.0;1488600;2350;202005JAICOSPI
22547;JAICOS;PI;202006;6615603.0;570000;896;202006JAICOSPI
22548;JAICOS;PI;202007;8820804.0;1544400;2429;202007JAICOSPI
22549;JAICOS;PI;202008;11026005.0;1241400;1952;202008JAICOSPI
22550;JAICOS;PI;202009;13231206.0;1566000;2562;202009JAICOSPI
22551;JAICOS;PI;202010;15436407.0;856800;2217;202010JAICOSPI
22552;JAICOS;PI;202011;17641608.0;1276800;3601;202011JAICOSPI
22553;JAICOS;PI;202012;19846809.0;1213800;3610;202012JAICOSPI
22554;JALES;SP;202004;3524808.0;3789600;5790;202004JALESSP
22555;JALES;SP;202005;7049616.0;5603400;8660;202005JALESSP
22556;JALES;SP;202006;10574424.0;2763600;4295;202006JALESSP
22557;JALES;SP;202007;14099232.0;6005400;9292;202007JALESSP
22558;JALES;SP;202008;17624040.0;5102400;7917;202008JALESSP
22559;JALES;SP;202009;21148848.0;6635400;10523;202009JALESSP
22560;JALES;SP;202010;24673656.0;4302000;9430;202010JALESSP
22561;JALES;SP;202011;28198464.0;5737200;15065;202011JALESSP
22562;JALES;SP;202012;31723272.0;5042700;14882;202012JALESSP
22563;JAMBEIRO;SP;202004;3524907.0;542400;823;202004JAMBEIROSP
22564;JAMBEIRO;SP;202005;7049814.0;710400;1082;202005JAMBEIROSP
22565;JAMBEIRO;SP;202006;10574721.0;335400;515;202006JAMBEIROSP
22566;JAMBEIRO;SP;202007;14099628.0;772800;1177;202007JAMBEIROSP
22567;JAMBEIRO;SP;202008;17624535.0;635400;964;202008JAMBEIROSP
22568;JAMBEIRO;SP;202009;21149442.0;834600;1305;202009JAMBEIROSP
22569;JAMBEIRO;SP;202010;24674349.0;525600;1177;202010JAMBEIROSP
22570;JAMBEIRO;SP;202011;28199256.0;697500;1830;202011JAMBEIROSP
22571;JAMBEIRO;SP;202012;31724163.0;617400;1768;202012JAMBEIROSP
22572;JAMPRUCA;MG;202004;3135076.0;375000;595;202004JAMPRUCAMG
22573;JAMPRUCA;MG;202005;6270152.0;424200;673;202005JAMPRUCAMG
22574;JAMPRUCA;MG;202006;9405228.0;175200;275;202006JAMPRUCAMG
22575;JAMPRUCA;MG;202007;12540304.0;438000;697;202007JAMPRUCAMG
22576;JAMPRUCA;MG;202008;15675380.0;342000;549;202008JAMPRUCAMG
22577;JAMPRUCA;MG;202009;18810456.0;448800;736;202009JAMPRUCAMG
22578;JAMPRUCA;MG;202010;21945532.0;249600;658;202010JAMPRUCAMG
22579;JAMPRUCA;MG;202011;25080608.0;353100;1013;202011JAMPRUCAMG
22580;JAMPRUCA;MG;202012;28215684.0;340200;1053;202012JAMPRUCAMG
22581;JANAUBA;MG;202004;3135100.0;6324000;9842;202004JANAUBAMG
22582;JANAUBA;MG;202005;6270200.0;7849800;12264;202005JANAUBAMG
22583;JANAUBA;MG;202006;9405300.0;3252600;5090;202006JANAUBAMG
22584;JANAUBA;MG;202007;12540400.0;8140800;12691;202007JANAUBAMG
22585;JANAUBA;MG;202008;15675500.0;6624000;10311;202008JANAUBAMG
22586;JANAUBA;MG;202009;18810600.0;8511000;13660;202009JANAUBAMG
22587;JANAUBA;MG;202010;21945700.0;4967100;12144;202010JANAUBAMG
22588;JANAUBA;MG;202011;25080800.0;6914400;19101;202011JANAUBAMG
22589;JANAUBA;MG;202012;28215900.0;6632400;19448;202012JANAUBAMG
22590;JANDAIA;GO;202004;5211701.0;558000;867;202004JANDAIAGO
22591;JANDAIA;GO;202005;10423402.0;810600;1273;202005JANDAIAGO
22592;JANDAIA;GO;202006;15635103.0;386400;610;202006JANDAIAGO
22593;JANDAIA;GO;202007;20846804.0;850800;1337;202007JANDAIAGO
22594;JANDAIA;GO;202008;26058505.0;732000;1161;202008JANDAIAGO
22595;JANDAIA;GO;202009;26058505.0;922800;1490;202009JANDAIAGO
22596;JANDAIA;GO;202010;36481907.0;582300;1337;202010JANDAIAGO
22597;JANDAIA;GO;202011;41693608.0;759600;2053;202011JANDAIAGO
22598;JANDAIA;GO;202012;46905309.0;709500;2148;202012JANDAIAGO
22599;JANDAIA DO SUL;PR;202004;4112108.0;1912200;2927;202004JANDAIA DO SULPR
22600;JANDAIA DO SUL;PR;202005;8224216.0;2563200;3975;202005JANDAIA DO SULPR
22601;JANDAIA DO SUL;PR;202006;12336324.0;1185000;1856;202006JANDAIA DO SULPR
22602;JANDAIA DO SUL;PR;202007;16448432.0;2690400;4174;202007JANDAIA DO SULPR
22603;JANDAIA DO SUL;PR;202008;20560540.0;2258400;3511;202008JANDAIA DO SULPR
22604;JANDAIA DO SUL;PR;202009;24672648.0;2906100;4615;202009JANDAIA DO SULPR
22605;JANDAIA DO SUL;PR;202010;28784756.0;1755000;4081;202010JANDAIA DO SULPR
22606;JANDAIA DO SUL;PR;202011;32896864.0;2411100;6488;202011JANDAIA DO SULPR
22607;JANDAIA DO SUL;PR;202012;37008972.0;2219100;6537;202012JANDAIA DO SULPR
22608;JANDAIRA;BA;202004;2917904.0;708000;1130;202004JANDAIRABA
22609;JANDAIRA;BA;202005;5835808.0;811200;1297;202005JANDAIRABA
22610;JANDAIRA;BA;202006;8753712.0;306000;484;202006JANDAIRABA
22611;JANDAIRA;BA;202007;11671616.0;829200;1322;202007JANDAIRABA
22612;JANDAIRA;BA;202008;14589520.0;667200;1069;202008JANDAIRABA
22613;JANDAIRA;BA;202009;17507424.0;841500;1389;202009JANDAIRABA
22614;JANDAIRA;BA;202010;20425328.0;463200;1258;202010JANDAIRABA
22615;JANDAIRA;BA;202011;23343232.0;675600;1995;202011JANDAIRABA
22616;JANDAIRA;BA;202012;26261136.0;651000;2035;202012JANDAIRABA
22617;JANDAIRA;RN;202004;2405108.0;451200;713;202004JANDAIRARN
22618;JANDAIRA;RN;202005;4810216.0;582600;917;202005JANDAIRARN
22619;JANDAIRA;RN;202006;7215324.0;238200;373;202006JANDAIRARN
22620;JANDAIRA;RN;202007;9620432.0;595800;936;202007JANDAIRARN
22621;JANDAIRA;RN;202008;12025540.0;480600;755;202008JANDAIRARN
22622;JANDAIRA;RN;202009;14430648.0;628200;1011;202009JANDAIRARN
22623;JANDAIRA;RN;202010;16835756.0;360900;886;202010JANDAIRARN
22624;JANDAIRA;RN;202011;19240864.0;491100;1397;202011JANDAIRARN
22625;JANDAIRA;RN;202012;19240864.0;415800;1273;202012JANDAIRARN
22626;JANDIRA;SP;202004;3525003.0;11387400;16704;202004JANDIRASP
22627;JANDIRA;SP;202005;7050006.0;16286400;24255;202005JANDIRASP
22628;JANDIRA;SP;202006;10575009.0;7815600;11662;202006JANDIRASP
22629;JANDIRA;SP;202007;14100012.0;17509200;26105;202007JANDIRASP
22630;JANDIRA;SP;202008;17625015.0;15229200;22713;202008JANDIRASP
22631;JANDIRA;SP;202009;21150018.0;19527600;29792;202009JANDIRASP
22632;JANDIRA;SP;202010;24675021.0;12377100;26116;202010JANDIRASP
22633;JANDIRA;SP;202011;28200024.0;16281600;41065;202011JANDIRASP
22634;JANDIRA;SP;202012;31725027.0;14280300;40124;202012JANDIRASP
22635;JANDUIS;RN;202004;2405207.0;375600;594;202004JANDUISRN
22636;JANDUIS;RN;202005;4810414.0;458400;728;202005JANDUISRN
22637;JANDUIS;RN;202006;7215621.0;173400;278;202006JANDUISRN
22638;JANDUIS;RN;202007;9620828.0;459000;728;202007JANDUISRN
22639;JANDUIS;RN;202008;12026035.0;355200;558;202008JANDUISRN
22640;JANDUIS;RN;202009;12026035.0;458100;754;202009JANDUISRN
22641;JANDUIS;RN;202010;14431242.0;238200;656;202010JANDUISRN
22642;JANDUIS;RN;202011;19241656.0;362400;1075;202011JANDUISRN
22643;JANDUIS;RN;202012;21646863.0;332400;1036;202012JANDUISRN
22644;JANGADA;MT;202004;5104906.0;705000;1090;202004JANGADAMT
22645;JANGADA;MT;202005;10209812.0;906000;1408;202005JANGADAMT
22646;JANGADA;MT;202006;15314718.0;370800;574;202006JANGADAMT
22647;JANGADA;MT;202007;20419624.0;955800;1486;202007JANGADAMT
22648;JANGADA;MT;202008;25524530.0;795000;1243;202008JANGADAMT
22649;JANGADA;MT;202009;30629436.0;1016700;1612;202009JANGADAMT
22650;JANGADA;MT;202010;35734342.0;592500;1431;202010JANGADAMT
22651;JANGADA;MT;202011;40839248.0;813300;2237;202011JANGADAMT
22652;JANGADA;MT;202012;45944154.0;732300;2215;202012JANGADAMT
22653;JANIOPOLIS;PR;202004;4112207.0;619800;962;202004JANIOPOLISPR
22654;JANIOPOLIS;PR;202005;8224414.0;869400;1359;202005JANIOPOLISPR
22655;JANIOPOLIS;PR;202006;12336621.0;378600;588;202006JANIOPOLISPR
22656;JANIOPOLIS;PR;202007;16448828.0;900600;1406;202007JANIOPOLISPR
22657;JANIOPOLIS;PR;202008;20561035.0;752400;1174;202008JANIOPOLISPR
22658;JANIOPOLIS;PR;202009;24673242.0;948600;1523;202009JANIOPOLISPR
22659;JANIOPOLIS;PR;202010;28785449.0;569700;1342;202010JANIOPOLISPR
22660;JANIOPOLIS;PR;202011;32897656.0;763800;2115;202011JANIOPOLISPR
22661;JANIOPOLIS;PR;202012;32897656.0;696900;2125;202012JANIOPOLISPR
22662;JANUARIA;MG;202004;3135209.0;4957800;7746;202004JANUARIAMG
22663;JANUARIA;MG;202005;6270418.0;6073200;9507;202005JANUARIAMG
22664;JANUARIA;MG;202006;9405627.0;2452200;3843;202006JANUARIAMG
22665;JANUARIA;MG;202007;12540836.0;6298800;9854;202007JANUARIAMG
22666;JANUARIA;MG;202008;15676045.0;5166600;8062;202008JANUARIAMG
22667;JANUARIA;MG;202009;18811254.0;6575400;10582;202009JANUARIAMG
22668;JANUARIA;MG;202010;21946463.0;3812700;9484;202010JANUARIAMG
22669;JANUARIA;MG;202011;25081672.0;5401200;15120;202011JANUARIAMG
22670;JANUARIA;MG;202012;28216881.0;5196300;15487;202012JANUARIAMG
22671;JANUARIO CICCO;RN;202004;2405306.0;537600;852;202004JANUARIO CICCORN
22672;JANUARIO CICCO;RN;202005;4810612.0;649800;1028;202005JANUARIO CICCORN
22673;JANUARIO CICCO;RN;202006;7215918.0;270600;434;202006JANUARIO CICCORN
22674;JANUARIO CICCO;RN;202007;9621224.0;671400;1062;202007JANUARIO CICCORN
22675;JANUARIO CICCO;RN;202008;12026530.0;531600;840;202008JANUARIO CICCORN
22676;JANUARIO CICCO;RN;202009;14431836.0;685800;1126;202009JANUARIO CICCORN
22677;JANUARIO CICCO;RN;202010;16837142.0;390000;1023;202010JANUARIO CICCORN
22678;JANUARIO CICCO;RN;202011;19242448.0;562500;1639;202011JANUARIO CICCORN
22679;JANUARIO CICCO;RN;202012;19242448.0;534900;1643;202012JANUARIO CICCORN
22680;JAPARAIBA;MG;202004;3135308.0;325200;513;202004JAPARAIBAMG
22681;JAPARAIBA;MG;202005;6270616.0;445200;706;202005JAPARAIBAMG
22682;JAPARAIBA;MG;202006;9405924.0;198000;314;202006JAPARAIBAMG
22683;JAPARAIBA;MG;202007;12541232.0;465000;736;202007JAPARAIBAMG
22684;JAPARAIBA;MG;202008;15676540.0;411000;645;202008JAPARAIBAMG
22685;JAPARAIBA;MG;202009;18811848.0;504900;817;202009JAPARAIBAMG
22686;JAPARAIBA;MG;202010;21947156.0;301800;697;202010JAPARAIBAMG
22687;JAPARAIBA;MG;202011;25082464.0;400200;1082;202011JAPARAIBAMG
22688;JAPARAIBA;MG;202012;28217772.0;365400;1098;202012JAPARAIBAMG
22689;JAPARATINGA;AL;202004;2703601.0;640800;1002;202004JAPARATINGAAL
22690;JAPARATINGA;AL;202005;5407202.0;766200;1199;202005JAPARATINGAAL
22691;JAPARATINGA;AL;202006;8110803.0;318600;501;202006JAPARATINGAAL
22692;JAPARATINGA;AL;202007;10814404.0;802200;1252;202007JAPARATINGAAL
22693;JAPARATINGA;AL;202008;13518005.0;636600;994;202008JAPARATINGAAL
22694;JAPARATINGA;AL;202009;16221606.0;828300;1342;202009JAPARATINGAAL
22695;JAPARATINGA;AL;202010;18925207.0;453300;1173;202010JAPARATINGAAL
22696;JAPARATINGA;AL;202011;21628808.0;677700;1943;202011JAPARATINGAAL
22697;JAPARATINGA;AL;202012;24332409.0;614100;1869;202012JAPARATINGAAL
22698;JAPARATUBA;SE;202004;2803302.0;1341000;2070;202004JAPARATUBASE
22699;JAPARATUBA;SE;202005;5606604.0;1600200;2488;202005JAPARATUBASE
22700;JAPARATUBA;SE;202006;8409906.0;622800;966;202006JAPARATUBASE
22701;JAPARATUBA;SE;202007;11213208.0;1651800;2563;202007JAPARATUBASE
22702;JAPARATUBA;SE;202008;14016510.0;1339200;2076;202008JAPARATUBASE
22703;JAPARATUBA;SE;202009;16819812.0;1706700;2730;202009JAPARATUBASE
22704;JAPARATUBA;SE;202010;19623114.0;997200;2488;202010JAPARATUBASE
22705;JAPARATUBA;SE;202011;22426416.0;1462500;3978;202011JAPARATUBASE
22706;JAPARATUBA;SE;202012;25229718.0;1394100;3901;202012JAPARATUBASE
22707;JAPERI;RJ;202004;3302270.0;9423000;14063;202004JAPERIRJ
22708;JAPERI;RJ;202005;6604540.0;12740400;19242;202005JAPERIRJ
22709;JAPERI;RJ;202006;9906810.0;6064200;9228;202006JAPERIRJ
22710;JAPERI;RJ;202007;13209080.0;13694400;20703;202007JAPERIRJ
22711;JAPERI;RJ;202008;16511350.0;11550600;17461;202008JAPERIRJ
22712;JAPERI;RJ;202009;19813620.0;14758800;22944;202009JAPERIRJ
22713;JAPERI;RJ;202010;23115890.0;9241500;20654;202010JAPERIRJ
22714;JAPERI;RJ;202011;26418160.0;12508800;33171;202011JAPERIRJ
22715;JAPERI;RJ;202012;29720430.0;11029500;32195;202012JAPERIRJ
22716;JAPI;RN;202004;2405405.0;391800;621;202004JAPIRN
22717;JAPI;RN;202005;4810810.0;430200;683;202005JAPIRN
22718;JAPI;RN;202006;7216215.0;159600;255;202006JAPIRN
22719;JAPI;RN;202007;9621620.0;436800;692;202007JAPIRN
22720;JAPI;RN;202008;12027025.0;345600;542;202008JAPIRN
