;NOME MUNICÍPIO;UF;MÊS DISPONIBILIZAÇÃO;CÓDIGO MUNICÍPIO IBGE;soma_valor_beneficio;count_valor_beneficio;concatenar
0;ABADIA DE GOIAS;GO;202004;5200050.0;1772400;2570;202004ABADIA DE GOIASGO
1;ABADIA DE GOIAS;GO;202005;10400100.0;2474400;3662;202005ABADIA DE GOIASGO
2;ABADIA DE GOIAS;GO;202006;15600150.0;1170600;1760;202006ABADIA DE GOIASGO
3;ABADIA DE GOIAS;GO;202007;20800200.0;2624400;3887;202007ABADIA DE GOIASGO
4;ABADIA DE GOIAS;GO;202008;26000250.0;2253000;3341;202008ABADIA DE GOIASGO
5;ABADIA DE GOIAS;GO;202009;31200300.0;2880600;4401;202009ABADIA DE GOIASGO
6;ABADIA DE GOIAS;GO;202010;36400350.0;1844100;3984;202010ABADIA DE GOIASGO
7;ABADIA DE GOIAS;GO;202011;41600400.0;2426100;6195;202011ABADIA DE GOIASGO
8;ABADIA DE GOIAS;GO;202012;46800450.0;2212200;6237;202012ABADIA DE GOIASGO
9;ABADIA DOS DOURADOS;MG;202004;3100104.0;683400;1053;202004ABADIA DOS DOURADOSMG
10;ABADIA DOS DOURADOS;MG;202005;6200208.0;929400;1444;202005ABADIA DOS DOURADOSMG
11;ABADIA DOS DOURADOS;MG;202006;9300312.0;449400;685;202006ABADIA DOS DOURADOSMG
12;ABADIA DOS DOURADOS;MG;202007;12400416.0;973800;1511;202007ABADIA DOS DOURADOSMG
13;ABADIA DOS DOURADOS;MG;202008;15500520.0;829200;1295;202008ABADIA DOS DOURADOSMG
14;ABADIA DOS DOURADOS;MG;202009;18600624.0;1075800;1712;202009ABADIA DOS DOURADOSMG
15;ABADIA DOS DOURADOS;MG;202010;21700728.0;666000;1536;202010ABADIA DOS DOURADOSMG
16;ABADIA DOS DOURADOS;MG;202011;24800832.0;930900;2479;202011ABADIA DOS DOURADOSMG
17;ABADIA DOS DOURADOS;MG;202012;27900936.0;831900;2485;202012ABADIA DOS DOURADOSMG
18;ABADIANIA;GO;202004;5200100.0;1661400;2539;202004ABADIANIAGO
19;ABADIANIA;GO;202005;10400200.0;2173200;3334;202005ABADIANIAGO
20;ABADIANIA;GO;202006;15600300.0;934800;1445;202006ABADIANIAGO
21;ABADIANIA;GO;202007;20800400.0;2293800;3523;202007ABADIANIAGO
22;ABADIANIA;GO;202008;26000500.0;1964400;3009;202008ABADIANIAGO
23;ABADIANIA;GO;202009;31200600.0;2450700;3866;202009ABADIANIAGO
24;ABADIANIA;GO;202010;36400700.0;1483200;3443;202010ABADIANIAGO
25;ABADIANIA;GO;202011;41600800.0;2020500;5448;202011ABADIANIAGO
26;ABADIANIA;GO;202012;46800900.0;1903200;5595;202012ABADIANIAGO
27;ABAETE;MG;202004;3100203.0;2481000;3774;202004ABAETEMG
28;ABAETE;MG;202005;6200406.0;3324600;5118;202005ABAETEMG
29;ABAETE;MG;202006;9300609.0;1534200;2367;202006ABAETEMG
30;ABAETE;MG;202007;12400812.0;3513600;5413;202007ABAETEMG
31;ABAETE;MG;202008;15501015.0;2992200;4606;202008ABAETEMG
32;ABAETE;MG;202009;18601218.0;3827400;6055;202009ABAETEMG
33;ABAETE;MG;202010;21701421.0;2395500;5411;202010ABAETEMG
34;ABAETE;MG;202011;24801624.0;3230100;8578;202011ABAETEMG
35;ABAETE;MG;202012;27901827.0;2973000;8672;202012ABAETEMG
36;ABAETETUBA;PA;202004;1500107.0;12124800;18658;202004ABAETETUBAPA
37;ABAETETUBA;PA;202005;3000214.0;14322600;22139;202005ABAETETUBAPA
38;ABAETETUBA;PA;202006;4500321.0;5401200;8378;202006ABAETETUBAPA
39;ABAETETUBA;PA;202007;6000428.0;14911200;23037;202007ABAETETUBAPA
40;ABAETETUBA;PA;202008;7500535.0;12450600;19280;202008ABAETETUBAPA
41;ABAETETUBA;PA;202009;9000642.0;15459000;24659;202009ABAETETUBAPA
42;ABAETETUBA;PA;202010;10500749.0;8727900;22116;202010ABAETETUBAPA
43;ABAETETUBA;PA;202011;12000856.0;12346800;34536;202011ABAETETUBAPA
44;ABAETETUBA;PA;202012;13500963.0;11205600;33585;202012ABAETETUBAPA
45;ABAIARA;CE;202004;2300101.0;583200;941;202004ABAIARACE
46;ABAIARA;CE;202005;4600202.0;672600;1087;202005ABAIARACE
47;ABAIARA;CE;202006;6900303.0;266400;430;202006ABAIARACE
48;ABAIARA;CE;202007;9200404.0;691200;1113;202007ABAIARACE
49;ABAIARA;CE;202008;11500505.0;531600;859;202008ABAIARACE
50;ABAIARA;CE;202009;13800606.0;700200;1163;202009ABAIARACE
51;ABAIARA;CE;202010;16100707.0;363600;1000;202010ABAIARACE
52;ABAIARA;CE;202011;18400808.0;560400;1664;202011ABAIARACE
53;ABAIARA;CE;202012;18400808.0;519300;1642;202012ABAIARACE
54;ABAIRA;BA;202004;2900108.0;615600;970;202004ABAIRABA
55;ABAIRA;BA;202005;5800216.0;725400;1140;202005ABAIRABA
56;ABAIRA;BA;202006;8700324.0;250200;396;202006ABAIRABA
57;ABAIRA;BA;202007;11600432.0;756600;1187;202007ABAIRABA
58;ABAIRA;BA;202008;14500540.0;608400;950;202008ABAIRABA
59;ABAIRA;BA;202009;17400648.0;750000;1216;202009ABAIRABA
60;ABAIRA;BA;202010;20300756.0;406500;1086;202010ABAIRABA
61;ABAIRA;BA;202011;23200864.0;595800;1726;202011ABAIRABA
62;ABAIRA;BA;202012;26100972.0;567900;1733;202012ABAIRABA
63;ABARE;BA;202004;2900207.0;1102200;1765;202004ABAREBA
64;ABARE;BA;202005;5800414.0;1263000;2030;202005ABAREBA
65;ABARE;BA;202006;8700621.0;480600;766;202006ABAREBA
66;ABARE;BA;202007;11600828.0;1288200;2067;202007ABAREBA
67;ABARE;BA;202008;14501035.0;1007400;1622;202008ABAREBA
68;ABARE;BA;202009;17401242.0;1298400;2162;202009ABAREBA
69;ABARE;BA;202010;20301449.0;703500;1941;202010ABAREBA
70;ABARE;BA;202011;23201656.0;1045500;3113;202011ABAREBA
71;ABARE;BA;202012;23201656.0;947400;2964;202012ABAREBA
72;ABATIA;PR;202004;4100103.0;798000;1239;202004ABATIAPR
73;ABATIA;PR;202005;8200206.0;1039200;1617;202005ABATIAPR
74;ABATIA;PR;202006;12300309.0;466200;725;202006ABATIAPR
75;ABATIA;PR;202007;16400412.0;1068000;1660;202007ABATIAPR
76;ABATIA;PR;202008;20500515.0;883800;1384;202008ABATIAPR
77;ABATIA;PR;202009;24600618.0;1132500;1823;202009ABATIAPR
78;ABATIA;PR;202010;28700721.0;656400;1615;202010ABATIAPR
79;ABATIA;PR;202011;32800824.0;919200;2558;202011ABATIAPR
80;ABATIA;PR;202012;32800824.0;848700;2583;202012ABATIAPR
81;ABDON BATISTA;SC;202004;4200051.0;186000;290;202004ABDON BATISTASC
82;ABDON BATISTA;SC;202005;8400102.0;256200;401;202005ABDON BATISTASC
83;ABDON BATISTA;SC;202006;12600153.0;127800;195;202006ABDON BATISTASC
84;ABDON BATISTA;SC;202007;16800204.0;286200;444;202007ABDON BATISTASC
85;ABDON BATISTA;SC;202008;21000255.0;240000;376;202008ABDON BATISTASC
86;ABDON BATISTA;SC;202009;25200306.0;317700;503;202009ABDON BATISTASC
87;ABDON BATISTA;SC;202010;29400357.0;196800;434;202010ABDON BATISTASC
88;ABDON BATISTA;SC;202011;33600408.0;245700;661;202011ABDON BATISTASC
89;ABDON BATISTA;SC;202012;33600408.0;219600;666;202012ABDON BATISTASC
90;ABEL FIGUEIREDO;PA;202004;1500131.0;751200;1150;202004ABEL FIGUEIREDOPA
91;ABEL FIGUEIREDO;PA;202005;3000262.0;895200;1379;202005ABEL FIGUEIREDOPA
92;ABEL FIGUEIREDO;PA;202006;4500393.0;357600;556;202006ABEL FIGUEIREDOPA
93;ABEL FIGUEIREDO;PA;202007;6000524.0;943800;1452;202007ABEL FIGUEIREDOPA
94;ABEL FIGUEIREDO;PA;202008;7500655.0;787800;1208;202008ABEL FIGUEIREDOPA
95;ABEL FIGUEIREDO;PA;202009;9000786.0;964800;1541;202009ABEL FIGUEIREDOPA
96;ABEL FIGUEIREDO;PA;202010;10500917.0;547800;1373;202010ABEL FIGUEIREDOPA
97;ABEL FIGUEIREDO;PA;202011;12001048.0;777600;2192;202011ABEL FIGUEIREDOPA
98;ABEL FIGUEIREDO;PA;202012;12001048.0;723900;2202;202012ABEL FIGUEIREDOPA
99;ABELARDO LUZ;SC;202004;4200101.0;1176000;1757;202004ABELARDO LUZSC
100;ABELARDO LUZ;SC;202005;8400202.0;1584600;2375;202005ABELARDO LUZSC
101;ABELARDO LUZ;SC;202006;12600303.0;758400;1130;202006ABELARDO LUZSC
102;ABELARDO LUZ;SC;202007;16800404.0;1698000;2540;202007ABELARDO LUZSC
103;ABELARDO LUZ;SC;202008;21000505.0;1477200;2222;202008ABELARDO LUZSC
104;ABELARDO LUZ;SC;202009;25200606.0;1905000;2924;202009ABELARDO LUZSC
105;ABELARDO LUZ;SC;202010;29400707.0;1152300;2549;202010ABELARDO LUZSC
106;ABELARDO LUZ;SC;202011;33600808.0;1570800;3950;202011ABELARDO LUZSC
107;ABELARDO LUZ;SC;202012;37800909.0;1438500;4036;202012ABELARDO LUZSC
108;ABRE CAMPO;MG;202004;3100302.0;999000;1583;202004ABRE CAMPOMG
109;ABRE CAMPO;MG;202005;6200604.0;1386000;2199;202005ABRE CAMPOMG
110;ABRE CAMPO;MG;202006;9300906.0;638400;1017;202006ABRE CAMPOMG
111;ABRE CAMPO;MG;202007;12401208.0;1477200;2344;202007ABRE CAMPOMG
112;ABRE CAMPO;MG;202008;15501510.0;1242600;1976;202008ABRE CAMPOMG
113;ABRE CAMPO;MG;202009;18601812.0;1601400;2604;202009ABRE CAMPOMG
114;ABRE CAMPO;MG;202010;21702114.0;994500;2319;202010ABRE CAMPOMG
115;ABRE CAMPO;MG;202011;24802416.0;1378800;3774;202011ABRE CAMPOMG
116;ABRE CAMPO;MG;202012;27902718.0;1233900;3767;202012ABRE CAMPOMG
117;ABREU E LIMA;PE;202004;2600054.0;10606200;15899;202004ABREU E LIMAPE
118;ABREU E LIMA;PE;202005;5200108.0;12632400;19081;202005ABREU E LIMAPE
119;ABREU E LIMA;PE;202006;7800162.0;5080200;7695;202006ABREU E LIMAPE
120;ABREU E LIMA;PE;202007;10400216.0;13239000;20046;202007ABREU E LIMAPE
121;ABREU E LIMA;PE;202008;13000270.0;10693200;16207;202008ABREU E LIMAPE
122;ABREU E LIMA;PE;202009;15600324.0;14425500;22580;202009ABREU E LIMAPE
123;ABREU E LIMA;PE;202010;18200378.0;7801200;19231;202010ABREU E LIMAPE
124;ABREU E LIMA;PE;202011;20800432.0;11287200;30870;202011ABREU E LIMAPE
125;ABREU E LIMA;PE;202012;23400486.0;10530900;30449;202012ABREU E LIMAPE
126;ABREULANDIA;TO;202004;1700251.0;263400;413;202004ABREULANDIATO
127;ABREULANDIA;TO;202005;3400502.0;337200;528;202005ABREULANDIATO
128;ABREULANDIA;TO;202006;5100753.0;117000;181;202006ABREULANDIATO
129;ABREULANDIA;TO;202007;6801004.0;343200;534;202007ABREULANDIATO
130;ABREULANDIA;TO;202008;8501255.0;282600;444;202008ABREULANDIATO
131;ABREULANDIA;TO;202009;8501255.0;348000;557;202009ABREULANDIATO
132;ABREULANDIA;TO;202010;10201506.0;191700;490;202010ABREULANDIATO
133;ABREULANDIA;TO;202011;11901757.0;273300;781;202011ABREULANDIATO
134;ABREULANDIA;TO;202012;15302259.0;260100;797;202012ABREULANDIATO
135;ACAIACA;MG;202004;3100401.0;298200;471;202004ACAIACAMG
136;ACAIACA;MG;202005;6200802.0;360600;570;202005ACAIACAMG
137;ACAIACA;MG;202006;9301203.0;150600;241;202006ACAIACAMG
138;ACAIACA;MG;202007;12401604.0;377400;597;202007ACAIACAMG
139;ACAIACA;MG;202008;15502005.0;321000;502;202008ACAIACAMG
140;ACAIACA;MG;202009;18602406.0;409800;662;202009ACAIACAMG
141;ACAIACA;MG;202010;21702807.0;240000;591;202010ACAIACAMG
142;ACAIACA;MG;202011;24803208.0;340500;932;202011ACAIACAMG
143;ACAIACA;MG;202012;27903609.0;314400;924;202012ACAIACAMG
144;ACAILANDIA;MA;202004;2100055.0;11518200;17326;202004ACAILANDIAMA
145;ACAILANDIA;MA;202005;4200110.0;15346800;23244;202005ACAILANDIAMA
146;ACAILANDIA;MA;202006;6300165.0;6376200;9658;202006ACAILANDIAMA
147;ACAILANDIA;MA;202007;8400220.0;16060200;24311;202007ACAILANDIAMA
148;ACAILANDIA;MA;202008;10500275.0;13509600;20456;202008ACAILANDIAMA
149;ACAILANDIA;MA;202009;12600330.0;16913700;26335;202009ACAILANDIAMA
150;ACAILANDIA;MA;202010;14700385.0;9946800;22918;202010ACAILANDIAMA
151;ACAILANDIA;MA;202011;16800440.0;13683900;36542;202011ACAILANDIAMA
152;ACAILANDIA;MA;202012;18900495.0;12684300;37092;202012ACAILANDIAMA
153;ACAJUTIBA;BA;202004;2900306.0;1304400;2016;202004ACAJUTIBABA
154;ACAJUTIBA;BA;202005;5800612.0;1569600;2437;202005ACAJUTIBABA
155;ACAJUTIBA;BA;202006;8700918.0;578400;907;202006ACAJUTIBABA
156;ACAJUTIBA;BA;202007;11601224.0;1603800;2486;202007ACAJUTIBABA
157;ACAJUTIBA;BA;202008;14501530.0;1284000;1993;202008ACAJUTIBABA
158;ACAJUTIBA;BA;202009;17401836.0;1635000;2616;202009ACAJUTIBABA
159;ACAJUTIBA;BA;202010;20302142.0;902100;2368;202010ACAJUTIBABA
160;ACAJUTIBA;BA;202011;23202448.0;1322100;3803;202011ACAJUTIBABA
161;ACAJUTIBA;BA;202012;23202448.0;1240500;3754;202012ACAJUTIBABA
162;ACARA;PA;202004;1500206.0;4813200;7513;202004ACARAPA
163;ACARA;PA;202005;3000412.0;5537400;8656;202005ACARAPA
164;ACARA;PA;202006;4500618.0;2220600;3473;202006ACARAPA
165;ACARA;PA;202007;6000824.0;5800200;9053;202007ACARAPA
166;ACARA;PA;202008;7501030.0;4728000;7397;202008ACARAPA
167;ACARA;PA;202009;9001236.0;5955600;9625;202009ACARAPA
168;ACARA;PA;202010;10501442.0;3313800;8654;202010ACARAPA
169;ACARA;PA;202011;12001648.0;4881000;13942;202011ACARAPA
170;ACARA;PA;202012;13501854.0;4466100;13759;202012ACARAPA
171;ACARAPE;CE;202004;2300150.0;1304400;2033;202004ACARAPECE
172;ACARAPE;CE;202005;4600300.0;1645200;2576;202005ACARAPECE
173;ACARAPE;CE;202006;6900450.0;682800;1063;202006ACARAPECE
174;ACARAPE;CE;202007;9200600.0;1717800;2685;202007ACARAPECE
175;ACARAPE;CE;202008;11500750.0;1408200;2202;202008ACARAPECE
176;ACARAPE;CE;202009;13800900.0;1807800;2892;202009ACARAPECE
177;ACARAPE;CE;202010;16101050.0;1078800;2618;202010ACARAPECE
178;ACARAPE;CE;202011;18401200.0;1462500;4127;202011ACARAPECE
179;ACARAPE;CE;202012;20701350.0;1376700;4183;202012ACARAPECE
180;ACARAU;CE;202004;2300200.0;4632000;7266;202004ACARAUCE
181;ACARAU;CE;202005;4600400.0;5720400;9000;202005ACARAUCE
182;ACARAU;CE;202006;6900600.0;2384400;3757;202006ACARAUCE
183;ACARAU;CE;202007;9200800.0;5935800;9326;202007ACARAUCE
184;ACARAU;CE;202008;11501000.0;4827600;7593;202008ACARAUCE
185;ACARAU;CE;202009;13801200.0;6177300;10028;202009ACARAUCE
186;ACARAU;CE;202010;16101400.0;3607500;9074;202010ACARAUCE
187;ACARAU;CE;202011;18401600.0;5139900;14731;202011ACARAUCE
188;ACARAU;CE;202012;20701800.0;4780800;14668;202012ACARAUCE
189;ACARI;RN;202004;2400109.0;1047000;1650;202004ACARIRN
190;ACARI;RN;202005;4800218.0;1260000;1992;202005ACARIRN
191;ACARI;RN;202006;7200327.0;515400;823;202006ACARIRN
192;ACARI;RN;202007;9600436.0;1278600;2023;202007ACARIRN
193;ACARI;RN;202008;12000545.0;1012200;1608;202008ACARIRN
194;ACARI;RN;202009;14400654.0;1312200;2134;202009ACARIRN
195;ACARI;RN;202010;16800763.0;702600;1853;202010ACARIRN
196;ACARI;RN;202011;19200872.0;1014900;2985;202011ACARIRN
197;ACARI;RN;202012;21600981.0;960000;2941;202012ACARIRN
198;ACAUA;PI;202004;2200053.0;361800;564;202004ACAUAPI
199;ACAUA;PI;202005;4400106.0;435000;678;202005ACAUAPI
200;ACAUA;PI;202006;6600159.0;168600;263;202006ACAUAPI
201;ACAUA;PI;202007;8800212.0;448200;696;202007ACAUAPI
202;ACAUA;PI;202008;11000265.0;363000;563;202008ACAUAPI
203;ACAUA;PI;202009;13200318.0;452700;727;202009ACAUAPI
204;ACAUA;PI;202010;15400371.0;255000;664;202010ACAUAPI
205;ACAUA;PI;202011;17600424.0;365400;1051;202011ACAUAPI
206;ACAUA;PI;202012;17600424.0;353400;1073;202012ACAUAPI
207;ACEGUA;RS;202004;4300034.0;459600;686;202004ACEGUARS
208;ACEGUA;RS;202005;8600068.0;634800;952;202005ACEGUARS
209;ACEGUA;RS;202006;12900102.0;365400;557;202006ACEGUARS
210;ACEGUA;RS;202007;17200136.0;741600;1119;202007ACEGUARS
211;ACEGUA;RS;202008;21500170.0;641400;980;202008ACEGUARS
212;ACEGUA;RS;202009;25800204.0;853800;1335;202009ACEGUARS
213;ACEGUA;RS;202010;30100238.0;561000;1181;202010ACEGUARS
214;ACEGUA;RS;202011;34400272.0;760200;1896;202011ACEGUARS
215;ACEGUA;RS;202012;34400272.0;654000;1913;202012ACEGUARS
216;ACOPIARA;CE;202004;2300309.0;2611800;4158;202004ACOPIARACE
217;ACOPIARA;CE;202005;4600618.0;3282000;5242;202005ACOPIARACE
218;ACOPIARA;CE;202006;6900927.0;1387200;2217;202006ACOPIARACE
219;ACOPIARA;CE;202007;9201236.0;3321000;5305;202007ACOPIARACE
220;ACOPIARA;CE;202008;11501545.0;2598600;4166;202008ACOPIARACE
221;ACOPIARA;CE;202009;13801854.0;3401700;5633;202009ACOPIARACE
222;ACOPIARA;CE;202010;16102163.0;1912800;5058;202010ACOPIARACE
223;ACOPIARA;CE;202011;18402472.0;2789100;8193;202011ACOPIARACE
224;ACOPIARA;CE;202012;20702781.0;2571000;8026;202012ACOPIARACE
225;ACORIZAL;MT;202004;5100102.0;579600;901;202004ACORIZALMT
226;ACORIZAL;MT;202005;10200204.0;711000;1110;202005ACORIZALMT
227;ACORIZAL;MT;202006;15300306.0;297600;461;202006ACORIZALMT
228;ACORIZAL;MT;202007;20400408.0;736800;1150;202007ACORIZALMT
229;ACORIZAL;MT;202008;25500510.0;607800;948;202008ACORIZALMT
230;ACORIZAL;MT;202009;30600612.0;777000;1241;202009ACORIZALMT
231;ACORIZAL;MT;202010;35700714.0;449700;1109;202010ACORIZALMT
232;ACORIZAL;MT;202011;40800816.0;613800;1707;202011ACORIZALMT
233;ACORIZAL;MT;202012;45900918.0;555600;1680;202012ACORIZALMT
234;ACRELANDIA;AC;202004;1200013.0;1275000;1997;202004ACRELANDIAAC
235;ACRELANDIA;AC;202005;2400026.0;1648200;2591;202005ACRELANDIAAC
236;ACRELANDIA;AC;202006;3600039.0;649800;1024;202006ACRELANDIAAC
237;ACRELANDIA;AC;202007;4800052.0;1708800;2675;202007ACRELANDIAAC
238;ACRELANDIA;AC;202008;6000065.0;1440000;2257;202008ACRELANDIAAC
239;ACRELANDIA;AC;202009;7200078.0;1809300;2906;202009ACRELANDIAAC
240;ACRELANDIA;AC;202010;8400091.0;1065000;2602;202010ACRELANDIAAC
241;ACRELANDIA;AC;202011;9600104.0;1506900;4196;202011ACRELANDIAAC
242;ACRELANDIA;AC;202012;10800117.0;1389900;4252;202012ACRELANDIAAC
243;ACREUNA;GO;202004;5200134.0;2243400;3290;202004ACREUNAGO
244;ACREUNA;GO;202005;10400268.0;3004800;4447;202005ACREUNAGO
245;ACREUNA;GO;202006;15600402.0;1390800;2056;202006ACREUNAGO
246;ACREUNA;GO;202007;20800536.0;3225600;4771;202007ACREUNAGO
247;ACREUNA;GO;202008;26000670.0;2722200;4038;202008ACREUNAGO
248;ACREUNA;GO;202009;31200804.0;3482400;5286;202009ACREUNAGO
249;ACREUNA;GO;202010;36400938.0;2136000;4654;202010ACREUNAGO
250;ACREUNA;GO;202011;41601072.0;2908500;7326;202011ACREUNAGO
251;ACREUNA;GO;202012;46801206.0;2643600;7361;202012ACREUNAGO
252;ACU;RN;202004;2400208.0;5167800;8042;202004ACURN
253;ACU;RN;202005;4800416.0;6354000;9920;202005ACURN
254;ACU;RN;202006;7200624.0;2505600;3900;202006ACURN
255;ACU;RN;202007;9600832.0;6446400;10067;202007ACURN
256;ACU;RN;202008;12001040.0;5070600;7909;202008ACURN
257;ACU;RN;202009;14401248.0;6621900;10661;202009ACURN
258;ACU;RN;202010;16801456.0;3698400;9479;202010ACURN
259;ACU;RN;202011;19201664.0;5264100;15143;202011ACURN
260;ACU;RN;202012;21601872.0;4851300;14693;202012ACURN
261;ACUCENA;MG;202004;3100500.0;768600;1207;202004ACUCENAMG
262;ACUCENA;MG;202005;6201000.0;998400;1575;202005ACUCENAMG
263;ACUCENA;MG;202006;9301500.0;465600;734;202006ACUCENAMG
264;ACUCENA;MG;202007;12402000.0;1047000;1652;202007ACUCENAMG
265;ACUCENA;MG;202008;15502500.0;819000;1294;202008ACUCENAMG
266;ACUCENA;MG;202009;18603000.0;1099500;1781;202009ACUCENAMG
267;ACUCENA;MG;202010;21703500.0;656700;1607;202010ACUCENAMG
268;ACUCENA;MG;202011;24804000.0;922500;2597;202011ACUCENAMG
269;ACUCENA;MG;202012;27904500.0;802800;2471;202012ACUCENAMG
270;ADAMANTINA;SP;202004;3500105.0;2559000;3885;202004ADAMANTINASP
271;ADAMANTINA;SP;202005;7000210.0;3738000;5738;202005ADAMANTINASP
272;ADAMANTINA;SP;202006;10500315.0;1815000;2792;202006ADAMANTINASP
273;ADAMANTINA;SP;202007;14000420.0;4004400;6147;202007ADAMANTINASP
274;ADAMANTINA;SP;202008;17500525.0;3420600;5272;202008ADAMANTINASP
275;ADAMANTINA;SP;202009;21000630.0;4421700;6972;202009ADAMANTINASP
276;ADAMANTINA;SP;202010;24500735.0;2866200;6253;202010ADAMANTINASP
277;ADAMANTINA;SP;202011;28000840.0;3794400;9854;202011ADAMANTINASP
278;ADAMANTINA;SP;202012;31500945.0;3372900;9737;202012ADAMANTINASP
279;ADELANDIA;GO;202004;5200159.0;292800;457;202004ADELANDIAGO
280;ADELANDIA;GO;202005;10400318.0;400200;626;202005ADELANDIAGO
281;ADELANDIA;GO;202006;15600477.0;186000;293;202006ADELANDIAGO
282;ADELANDIA;GO;202007;20800636.0;427200;670;202007ADELANDIAGO
283;ADELANDIA;GO;202008;26000795.0;361200;573;202008ADELANDIAGO
284;ADELANDIA;GO;202009;31200954.0;461700;747;202009ADELANDIAGO
285;ADELANDIA;GO;202010;36401113.0;274800;644;202010ADELANDIAGO
286;ADELANDIA;GO;202011;41601272.0;397500;1069;202011ADELANDIAGO
287;ADELANDIA;GO;202012;41601272.0;346200;1076;202012ADELANDIAGO
288;ADOLFO;SP;202004;3500204.0;459000;696;202004ADOLFOSP
289;ADOLFO;SP;202005;7000408.0;598200;916;202005ADOLFOSP
290;ADOLFO;SP;202006;10500612.0;260400;397;202006ADOLFOSP
291;ADOLFO;SP;202007;14000816.0;628200;962;202007ADOLFOSP
292;ADOLFO;SP;202008;17501020.0;527400;805;202008ADOLFOSP
293;ADOLFO;SP;202009;21001224.0;672600;1052;202009ADOLFOSP
294;ADOLFO;SP;202010;24501428.0;400800;926;202010ADOLFOSP
295;ADOLFO;SP;202011;28001632.0;555000;1454;202011ADOLFOSP
296;ADOLFO;SP;202012;31501836.0;507900;1454;202012ADOLFOSP
297;ADRIANOPOLIS;PR;202004;4100202.0;707400;1087;202004ADRIANOPOLISPR
298;ADRIANOPOLIS;PR;202005;8200404.0;904200;1395;202005ADRIANOPOLISPR
299;ADRIANOPOLIS;PR;202006;12300606.0;392400;604;202006ADRIANOPOLISPR
300;ADRIANOPOLIS;PR;202007;16400808.0;950400;1463;202007ADRIANOPOLISPR
301;ADRIANOPOLIS;PR;202008;20501010.0;775200;1182;202008ADRIANOPOLISPR
302;ADRIANOPOLIS;PR;202009;24601212.0;1007700;1588;202009ADRIANOPOLISPR
303;ADRIANOPOLIS;PR;202010;28701414.0;599400;1427;202010ADRIANOPOLISPR
304;ADRIANOPOLIS;PR;202011;32801616.0;828300;2264;202011ADRIANOPOLISPR
305;ADRIANOPOLIS;PR;202012;36901818.0;763200;2261;202012ADRIANOPOLISPR
306;ADUSTINA;BA;202004;2900355.0;928800;1479;202004ADUSTINABA
307;ADUSTINA;BA;202005;5800710.0;1052400;1680;202005ADUSTINABA
308;ADUSTINA;BA;202006;8701065.0;391800;630;202006ADUSTINABA
309;ADUSTINA;BA;202007;11601420.0;1081800;1727;202007ADUSTINABA
310;ADUSTINA;BA;202008;14501775.0;841800;1343;202008ADUSTINABA
311;ADUSTINA;BA;202009;17402130.0;1090200;1792;202009ADUSTINABA
312;ADUSTINA;BA;202010;20302485.0;594300;1646;202010ADUSTINABA
313;ADUSTINA;BA;202011;23202840.0;888600;2659;202011ADUSTINABA
314;ADUSTINA;BA;202012;23202840.0;845700;2638;202012ADUSTINABA
315;AFOGADOS DA INGAZEIRA;PE;202004;2600104.0;4056600;6317;202004AFOGADOS DA INGAZEIRAPE
316;AFOGADOS DA INGAZEIRA;PE;202005;5200208.0;4775400;7462;202005AFOGADOS DA INGAZEIRAPE
317;AFOGADOS DA INGAZEIRA;PE;202006;7800312.0;1852200;2885;202006AFOGADOS DA INGAZEIRAPE
318;AFOGADOS DA INGAZEIRA;PE;202007;10400416.0;4926000;7698;202007AFOGADOS DA INGAZEIRAPE
319;AFOGADOS DA INGAZEIRA;PE;202008;13000520.0;3810600;5972;202008AFOGADOS DA INGAZEIRAPE
320;AFOGADOS DA INGAZEIRA;PE;202009;15600624.0;5155500;8315;202009AFOGADOS DA INGAZEIRAPE
321;AFOGADOS DA INGAZEIRA;PE;202010;18200728.0;2739000;7196;202010AFOGADOS DA INGAZEIRAPE
322;AFOGADOS DA INGAZEIRA;PE;202011;20800832.0;4002900;11536;202011AFOGADOS DA INGAZEIRAPE
323;AFOGADOS DA INGAZEIRA;PE;202012;23400936.0;3805500;11446;202012AFOGADOS DA INGAZEIRAPE
324;AFONSO BEZERRA;RN;202004;2400307.0;762600;1196;202004AFONSO BEZERRARN
325;AFONSO BEZERRA;RN;202005;4800614.0;910800;1427;202005AFONSO BEZERRARN
326;AFONSO BEZERRA;RN;202006;7200921.0;338400;532;202006AFONSO BEZERRARN
327;AFONSO BEZERRA;RN;202007;9601228.0;927600;1451;202007AFONSO BEZERRARN
328;AFONSO BEZERRA;RN;202008;12001535.0;718800;1127;202008AFONSO BEZERRARN
329;AFONSO BEZERRA;RN;202009;14401842.0;939600;1509;202009AFONSO BEZERRARN
330;AFONSO BEZERRA;RN;202010;16802149.0;506700;1337;202010AFONSO BEZERRARN
331;AFONSO BEZERRA;RN;202011;19202456.0;723000;2094;202011AFONSO BEZERRARN
332;AFONSO BEZERRA;RN;202012;21602763.0;675000;2041;202012AFONSO BEZERRARN
333;AFONSO CLAUDIO;ES;202004;3200102.0;2611200;4081;202004AFONSO CLAUDIOES
334;AFONSO CLAUDIO;ES;202005;6400204.0;3770400;5949;202005AFONSO CLAUDIOES
335;AFONSO CLAUDIO;ES;202006;9600306.0;1871400;2973;202006AFONSO CLAUDIOES
336;AFONSO CLAUDIO;ES;202007;12800408.0;4020600;6349;202007AFONSO CLAUDIOES
